"feature","id","fc","pval","qval"
"gene","Hook2",0.0962345692185399,0.000342097593526658,0.91801468060729
"gene","Lasp1",0.162100871376784,0.000368118965425435,0.91801468060729
"gene","Dnajc8",4.64708802724962,0.000668873654593893,0.91801468060729
"gene","Trim26",0.0217640314586364,0.000776737004911987,0.91801468060729
"gene","Alkbh6",19.6867935281781,0.000841403762375403,0.91801468060729
"gene","Slc26a1",0.00153507764676639,0.000871368265922268,0.91801468060729
"gene","Crp",0.00197417909946434,0.00105824535514043,0.91801468060729
"gene","Nans",17.9239576131593,0.00111131708956491,0.91801468060729
"gene","Ciao1",29.9142864458623,0.00111355966947191,0.91801468060729
"gene","Taf11",3.20258501560738,0.00116297507191687,0.91801468060729
"gene","Arf4",3.40196088229837,0.00128176794151291,0.91801468060729
"gene","Fam3a",4.46415855094514,0.00133655496890628,0.91801468060729
"gene","Arhgef1",0.129581879943615,0.00133857794335812,0.91801468060729
"gene","Chka",0.000316150622769467,0.00141622099487626,0.91801468060729
"gene","Cks2",3826.46126894324,0.00163053776166222,0.944344988035467
"gene","Ttc38",0.190746031210031,0.00166496086044821,0.944344988035467
"gene","Ipo7",0.464615432175487,0.0018591699532895,0.958942216005002
"gene","Rcan1",0.0011420790080506,0.0019659577740625,0.958942216005002
"gene","Cpt2",6.35770253885998,0.00218052992035944,0.958942216005002
"gene","Inpp5k",4.54967928640982,0.00232830282431606,0.958942216005002
"gene","Tmem125",0.000172777581993315,0.00239326868734113,0.958942216005002
"gene","Anp32b",1.98928067327471,0.00248613693929833,0.958942216005002
"gene","Rgs16",0.00103630534734528,0.00249240733441258,0.958942216005002
"gene","RGD1309748",0.125259606825048,0.0026045290482597,0.958942216005002
"gene","Dao",321.818805150119,0.00293652124536958,0.958942216005002
"gene","Arpc1a",0.0907104576102934,0.00304207679336121,0.958942216005002
"gene","Fzd8",0.0261868047388895,0.00306285072516854,0.958942216005002
"gene","Tubg1",16.096245866999,0.00313660043560149,0.958942216005002
"gene","Zdhhc15",0.200538855043596,0.00315678131238095,0.958942216005002
"gene","Fam216a",135.627923023372,0.00347034529236168,0.958942216005002
"gene","Dap",0.287832385518413,0.00382767965192232,0.958942216005002
"gene","Rbm4",0.382331375790794,0.0040110477986417,0.958942216005002
"gene","Atp6v1a",15.0830277504347,0.00455317578122316,0.958942216005002
"gene","Stx6",32.0823172919853,0.00467143417802984,0.958942216005002
"gene","Tspan14",0.065943602946079,0.00475979392670212,0.958942216005002
"gene","Ankmy2",33.8312104844648,0.00504614404176906,0.958942216005002
"gene","Pdcl",9.34086735586596,0.00517492084845261,0.958942216005002
"gene","Apba3",0.157650753753858,0.00534527071514646,0.958942216005002
"gene","Rps6ka3",114.079611432196,0.00536164178403664,0.958942216005002
"gene","Pla2g4a",508.1789266046,0.00561905210065894,0.958942216005002
"gene","Spats2",0.0751573190878883,0.00590732150396556,0.958942216005002
"gene","Mbip",0.131199537916943,0.00599108785767322,0.958942216005002
"gene","Stat2",0.000267411559169832,0.00625274168363066,0.958942216005002
