"feature","id","fc","pval","qval"
"gene","Pot1",11.4048028293895,1.73466820019286e-07,0.0022136100902661
"gene","Top3b",0.0711207492732832,2.46834728829803e-05,0.157492898729856
"gene","Anp32b",2.64855687513411,4.78818338439657e-05,0.182747050945073
"gene","Zfp746",0.0645721357669824,5.72829875229441e-05,0.182747050945073
"gene","Aip",3.34525992908458,0.000267262890844888,0.682108350014324
"gene","Arf4",4.58272191942631,0.00040218470370279,0.687724178560369
"gene","Cdca4",4.00071412662769,0.000477454510011466,0.687724178560369
"gene","Cybc1",11.9850229971631,0.000485106586478823,0.687724178560369
"gene","Ddx58",0.0044726557321868,0.000596918419627279,0.687724178560369
"gene","Gtpbp2",53.4284448990259,0.000604957778872484,0.687724178560369
"gene","Ddx59",66.4528957365199,0.000707064374660504,0.687724178560369
"gene","Chd2",0.291264795691124,0.000792992426171257,0.687724178560369
"gene","Capn1",4.84333681984257,0.000828475264579298,0.687724178560369
"gene","Cldn4",66.4104972888009,0.000828755046906826,0.687724178560369
"gene","Flot2",2.12433297935037,0.000876006820313524,0.687724178560369
"gene","Cmtm6",0.289321567500379,0.000916805000865661,0.687724178560369
"gene","Zbtb7b",0.37085682211458,0.000989282087107357,0.687724178560369
"gene","Limk2",0.291764487883499,0.00100635538247529,0.687724178560369
"gene","Alg5",7.92790414717782,0.00110225001933473,0.687724178560369
"gene","Tm2d2",11.8916409258797,0.00113241756386351,0.687724178560369
"gene","Egln2",0.142679836865549,0.00118563842397368,0.687724178560369
"gene","Dpys",0.0143052753600414,0.00142980772026102,0.708265272131922
"gene","Sf3a3",7.08258537381408,0.00153882763569058,0.708265272131922
"gene","Ska2",26.1538436274979,0.00154567938892058,0.708265272131922
"gene","Rtp4",9.85539342147235e-05,0.0017822185304186,0.763391807188831
"gene","C1d",42.6509474307488,0.00188402590117875,0.763391807188831
"gene","Rpl17",5128.08845634333,0.00208755170635955,0.763391807188831
"gene","Atp6v1a",7.02552433071975,0.00215784593773993,0.763391807188831
"gene","Snrpd2",32.5385059542858,0.00221258326763707,0.763391807188831
"gene","Fkbp1a",4.85306146741708,0.00244968451559402,0.763391807188831
"gene","S100g",1294.24010950849,0.0026960788152014,0.763391807188831
"gene","Plxna3",0.0794536634938365,0.00272866404612626,0.763391807188831
"gene","Scarf1",0.103761161902221,0.00284350223021046,0.763391807188831
"gene","Gtf2h3",5.70253261268671,0.0030108189403224,0.763391807188831
"gene","Inpp5k",3.31852554508918,0.00303642723764064,0.763391807188831
"gene","Aldh3b1",24.100228233655,0.00306157807252472,0.763391807188831
"gene","C2cd2l",0.0781036404514784,0.00331004375837163,0.763391807188831
"gene","Parp14",0.0251290507642951,0.00346548899971211,0.763391807188831
"gene","Plg",0.016402980255492,0.00363870384029785,0.763391807188831
"gene","Uimc1",5.73704158579504,0.00364530699169163,0.763391807188831
"gene","F11r",1.49841868973236,0.00378826277607458,0.763391807188831
"gene","Itfg1",7.88769818277362,0.00403481759699509,0.763391807188831
"gene","Dhrs7b",16.0096893558508,0.00413337219450183,0.763391807188831
"gene","RGD1359290",116.069584558188,0.00420935463035021,0.763391807188831
"gene","Rpl15",216.536398050022,0.00423857879916156,0.763391807188831
"gene","Anxa5",16.2808347111571,0.0042426084022722,0.763391807188831
"gene","Pdcl",4.81232018762041,0.00427489666848269,0.763391807188831
"gene","Snx15",0.300394128907544,0.00429007621298916,0.763391807188831
"gene","Atxn10",22.2522426019151,0.00431203435779881,0.763391807188831
"gene","Hrasls5",29.8111939176397,0.00441560394461615,0.763391807188831
"gene","Mir3583",3.71537157798216,0.00444055824852263,0.763391807188831
"gene","Snapin",13.6838562648598,0.00451209682300768,0.763391807188831
"gene","F9",0.0365937096337061,0.00464642599058407,0.763391807188831
"gene","Acad11",0.295555107092107,0.00468233223366932,0.763391807188831
"gene","Ipmk",0.227530063491689,0.00471009151881863,0.763391807188831
